real,user,sys
9.309,18.123,16.665
9.215,18.604,18.012
9.229,18.317,17.636
9.127,18.054,17.903
9.363,18.390,19.900
9.425,18.612,19.790
9.270,17.961,18.945
9.163,17.958,18.279
9.192,18.058,18.584
9.329,18.794,18.812
