real,user,sys
10.063,9.940,0.100
9.978,9.820,0.130
9.988,9.830,0.130
10.020,9.830,0.150
9.976,9.860,0.100
9.980,9.830,0.120
9.984,9.790,0.160
10.048,9.900,0.120
10.015,9.850,0.140
9.934,9.780,0.130
