real,user,sys
8.224,7.600,0.460
7.747,7.390,0.300
7.896,7.540,0.290
7.541,7.150,0.320
7.366,7.110,0.200
7.340,6.960,0.320
7.430,7.160,0.210
8.392,7.910,0.410
7.948,7.580,0.310
7.466,7.130,0.280
7.562,7.270,0.230
7.402,7.050,0.290
7.674,7.250,0.340
7.262,6.910,0.290
7.171,6.790,0.310
8.074,7.680,0.330
9.237,8.840,0.320
8.117,7.700,0.350
8.268,7.850,0.340
8.039,7.660,0.310
