real,user,sys
16.325,15.510,0.350
16.174,15.590,0.440
18.163,17.550,0.440
15.997,15.600,0.300
14.896,14.610,0.220
15.564,15.190,0.300
14.712,14.350,0.320
14.633,14.290,0.280
14.056,13.780,0.220
13.883,13.640,0.180
13.511,13.270,0.190
13.732,13.390,0.260
15.155,14.800,0.280
13.722,13.480,0.190
14.016,13.700,0.270
13.711,13.400,0.250
13.686,13.410,0.210
13.359,13.110,0.210
13.418,13.150,0.210
13.305,13.080,0.170
