real,user,sys
13.089,12.110,0.500
12.049,11.750,0.210
12.055,11.750,0.260
12.093,11.720,0.310
12.946,12.470,0.410
12.082,11.870,0.160
12.029,11.810,0.170
11.853,11.550,0.240
12.068,11.800,0.210
12.020,11.790,0.180
12.062,11.760,0.250
12.191,11.900,0.240
11.962,11.640,0.280
12.450,12.170,0.220
11.826,11.560,0.220
12.555,12.250,0.260
12.024,11.680,0.290
11.951,11.720,0.180
11.923,11.640,0.220
12.405,12.040,0.320
